num,행정구역(구),행정구역(동),행정구역(리),지번,교차로 여부,신호등,가로길이(m),세로길이(m),면적(㎡),longitude,latitude
1,기장군,장안읍,-,산1-1,,Y,4,12,48,129.3028907,35.34049369
3,기장군,장안읍,-,산1-1,,Y,6,13,77,129.3029174,35.34064472
5,기장군,장안읍,-,산1-1,,Y,6,14,85,129.3027384,35.34065386
12,기장군,철마면,-,1008-52,,Y,8,17,142,129.1232316,35.33577368
13,강서구,강동동,-,661-1,,Y,8,36,283,128.9285118,35.22107583
14,기장군,철마면,-,402-1,,Y,6,14,88,129.1096704,35.30963574
15,금정구,두구동,-,산1,,Y,6,21,123,129.1080623,35.3077108
16,기장군,철마면,-,1008-65,,Y,6,19,113,129.115651,35.32264558
17,금정구,두구동,-,산1,,Y,7,27,135,129.107852,35.30759888
18,금정구,두구동,-,산1,,Y,6,17,98,129.1079176,35.30740008
20,금정구,두구동,-,1244-7,,Y,6,16,102,129.1074827,35.30667556
21,금정구,노포동,-,산37-7,,Y,6,11,57,129.080752,35.30405423
23,기장군,장안읍,-,산1-1,,Y,6,12,76,129.3027295,35.34049989
24,강서구,강동동,-,661-1,,Y,15,26,207,128.9293086,35.22157219
33,해운대구,반여동,-,1502-58,반석교앞,Y,11,7,73,129.1403223,35.21807008
42,해운대구,석대동,-,537-2,,Y,4,4,16,129.1207318,35.21819359
51,해운대구,우동,-,626-13,바다파출소,Y,6,13,81,129.1602898,35.15982234
59,해운대구,우동,-,1445,까르푸 뒤 사거리,Y,7,15,86,129.1467033,35.15707349
61,해운대구,좌동,-,1299,좌동초교(35),Y,12,6,77,129.1759312,35.17615191
62,해운대구,우동,-,1445,까르푸 뒤 사거리,Y,6,22,130,129.1466358,35.15724801
68,해운대구,우동,-,1408-2,마린시티 2지점,Y,6,16,95,129.1443057,35.15789465
69,해운대구,우동,-,1408-2,마린시티 2지점,Y,6,14,80,129.1439777,35.15801053
71,해운대구,우동,-,1446,마린시티 8지점,Y,6,12,74,129.1460919,35.15529589
74,해운대구,우동,-,1446,마린시티 8지점,Y,7,17,93,129.1459926,35.15543249
75,해운대구,우동,-,1446,마린시티 8지점,Y,7,19,109,129.1458467,35.15537263
76,해운대구,우동,-,1446,마린시티 8지점,Y,6,15,88,129.145912,35.15523738
80,해운대구,좌동,-,1313,좌동버스종점(24),Y,5,11,41,129.1783778,35.17373794
82,해운대구,우동,-,1406-7,마린시티 3지점,Y,6,12,71,129.1455055,35.15756612
85,해운대구,우동,-,1393,해운대소방서,Y,6,15,87,129.1428101,35.15978252
87,해운대구,우동,-,1445,대우마리나센터,Y,5,11,62,129.149212,35.15813567
90,해운대구,우동,-,1445,동백섬입구,Y,6,10,58,129.151061,35.15758578
106,해운대구,송정동,-,934,호민주유소,Y,6,14,81,129.2045492,35.1907793
119,해운대구,우동,-,634-1,해운대맨션(직결),Y,6,13,80,129.1579509,35.16024291
130,해운대구,좌동,-,1313,좌동버스종점(24),Y,7,23,131,129.177984,35.17391001
136,해운대구,우동,-,1445,까르푸 뒤 사거리,Y,6,15,89,129.1469244,35.15714712
137,해운대구,우동,-,1445,까르푸 뒤 사거리,Y,6,14,85,129.1468116,35.15735537
147,해운대구,중동,-,1524-2,,Y,7,28,163,129.1821306,35.16462595
153,해운대구,우동,-,1445,까멜리아아파트,Y,6,15,88,129.1482457,35.15657037
154,해운대구,우동,-,1445,까멜리아아파트,Y,6,15,92,129.1487749,35.15682144
161,해운대구,우동,-,1410,대우트럼프월드마린 C동앞,Y,6,23,140,129.1432808,35.15593705
162,해운대구,우동,-,1410,대우트럼프월드마린 C동앞,Y,6,20,116,129.1435294,35.15603577
163,해운대구,우동,-,1410,대우트럼프월드마린 C동앞,Y,6,24,140,129.1434052,35.15623757
165,해운대구,우동,-,1447,대우트럼프월드마린 A동 앞,Y,6,20,119,129.1428334,35.15484109
166,해운대구,우동,-,1447,대우트럼프월드마린 A동 앞,Y,6,17,99,129.1425816,35.15470716
179,해운대구,반여동,-,1218-2,반여동 탑마트,Y,5,12,43,129.120364,35.20451475
181,해운대구,우동,-,1408-2,마린시티 1지점,Y,4,17,67,129.1431744,35.15811872
184,해운대구,우동,-,1408-2,마린시티 1지점,Y,4,13,52,129.1433679,35.15818272
185,해운대구,우동,-,1408-2,마린시티 1지점,Y,4,15,60,129.1432282,35.15829793
187,해운대구,우동,-,1447,마린시티 5지점,Y,6,14,82,129.141645,35.15693595
190,해운대구,우동,-,1408-2,마린시티 2지점,Y,6,18,105,129.1440926,35.15781713
192,해운대구,우동,-,1408-2,마린시티 2지점,Y,6,18,104,129.1441947,35.15809411
194,해운대구,우동,-,1446,마린시티 8지점,Y,6,15,91,129.1470581,35.15488504
195,해운대구,우동,-,1446,마린시티 8지점,Y,6,14,80,129.147124,35.15511965
202,해운대구,우동,-,1446,일신아파트(해운대구 우1동 1410-3),Y,6,14,81,129.1456586,35.15456249
207,해운대구,우동,-,1410-1,마린시티 7지점,Y,6,12,71,129.1446651,35.15570788
236,해운대구,중동,-,1511-2,AID해운대주공아파트후문,Y,6,13,75,129.1764592,35.16124075
253,해운대구,반여동,-,1167-1,SK아파트(부산골프고→혜화여중뒤),Y,4,7,26,129.1124174,35.20456976
260,해운대구,반여동,-,1167-1,SK아파트(부산골프고→혜화여중뒤),Y,4,9,35,129.1125204,35.20447112
263,해운대구,반여동,-,1244-3,아세안 선수촌 단지내(3) (신촌주유소),Y,6,13,76,129.1257585,35.20505799
271,해운대구,반여동,-,1198-1,우방아파트(1),Y,7,11,67,129.1167327,35.20284991
272,해운대구,반여동,-,1190-5,우방아파트(1),Y,6,17,64,129.1162941,35.20237242
285,해운대구,반여동,-,1502-16,우방아파트(1),Y,4,11,43,129.1162736,35.20220163
296,해운대구,반여동,-,1192-3,우방아파트(2),Y,7,9,52,129.1160641,35.20432771
300,해운대구,반여동,-,1192-3,우방아파트(2),Y,4,19,74,129.1174281,35.20389753
304,해운대구,반여동,-,1403-59,장산중학교,Y,6,9,54,129.1179983,35.19807781
309,해운대구,반여동,-,1662,장산초교,Y,4,7,28,129.1189938,35.1995214
313,해운대구,좌동,-,1318,,Y,5,17,39,129.180189,35.16768935
317,해운대구,반여동,-,1403-82,선수촌로입구,Y,3,18,52,129.1186528,35.19747576
318,해운대구,반여동,-,1405-51,선수촌로입구,Y,6,9,54,129.1188228,35.19744847
322,해운대구,중동,-,1150-8,파라다이스호텔,Y,4,8,30,129.1659829,35.16067179
325,해운대구,반여동,-,1405-39,장산중학교,Y,6,10,59,129.1178603,35.19804657
327,해운대구,반여동,-,1403-59,장산중학교,Y,6,11,64,129.1180166,35.19796701
328,해운대구,반여동,-,1561,장산중학교,Y,6,9,54,129.1178811,35.19793362
330,해운대구,반여동,-,1662,장산중학교,Y,4,7,27,129.1181259,35.19803278
332,해운대구,중동,-,1150-8,파라다이스호텔,Y,6,11,65,129.1659289,35.16083078
336,해운대구,반여동,-,1405-37,왕자맨션,Y,7,11,87,129.1185031,35.19618878
346,해운대구,우동,-,1406-7,대우마리나1차,Y,6,22,64,129.1447534,35.15941403
347,해운대구,우동,-,1445,대우마리나2차,Y,6,12,69,129.1475143,35.15896081
349,해운대구,우동,-,1445,대우마리나2차,Y,6,16,107,129.1473692,35.15866217
365,해운대구,재송동,-,1291-1087,반산초교,Y,4,9,30,129.1293751,35.19307525
368,해운대구,재송동,-,274-2,재송초교입구,Y,6,10,60,129.1262239,35.18453069
370,해운대구,반여동,-,1291-849,반여시장입구(반석교회),Y,6,10,64,129.1290688,35.19489258
371,해운대구,반여동,-,1291-762,반여2PB(반여2동사무소직결),Y,3,9,58,129.1306827,35.19475997
386,해운대구,반여동,-,1662,장산초교,Y,9,11,99,129.1188231,35.19943358
399,해운대구,우동,-,397-161,럭키수퍼마켓앞,Y,6,14,85,129.1575064,35.16573963
407,해운대구,중동,-,1489,현대아파트(13),Y,7,12,82,129.177415,35.16673634
415,해운대구,중동,-,172-39,"대창아파트(30),(34)직결",Y,7,15,74,129.1703897,35.17299384
416,해운대구,중동,-,172-39,"대창아파트(30),(34)직결",Y,7,15,70,129.1703285,35.17311395
417,해운대구,좌동,-,1271,,Y,8,13,100,129.169098,35.17335553
418,해운대구,좌동,-,878-3,대림아파트(31),Y,6,12,73,129.1722507,35.17403314
419,해운대구,좌동,-,877-4,대림아파트(31),Y,9,13,101,129.1726736,35.17422746
421,해운대구,좌동,-,1298,"건영아파트(33),(32)직결",Y,12,6,75,129.1753363,35.17457564
426,해운대구,좌동,-,1368-7,양운초교입구,Y,6,13,103,129.1675279,35.17366103
431,해운대구,우동,-,1102-65,장산터널입구,Y,4,15,57,129.140133,35.17098636
440,해운대구,중동,-,1314-7,좌동지하차도,Y,6,20,122,129.1687269,35.16668533
441,해운대구,중동,-,308-7,동일아파트옆,Y,6,20,126,129.1710749,35.16672091
443,해운대구,중동,-,290-1,동일아파트옆,Y,2,10,33,129.1711738,35.16660512
450,해운대구,반여동,-,1646,아세안 선수촌 단지내(2),Y,7,17,101,129.1224348,35.20396654
453,해운대구,좌동,-,1402,대동아파트(41),Y,4,11,69,129.1749596,35.17812822
457,해운대구,재송동,-,985-9,,Y,8,11,89,129.1270937,35.17531287
463,해운대구,우동,-,1228,,Y,8,10,84,129.1301021,35.17376728
473,해운대구,우동,-,1008-5,수영로교회,Y,3,13,40,129.1398944,35.16496077
476,해운대구,재송동,-,509-18,재송유치원 진입로,Y,7,9,56,129.1265036,35.18302434
478,해운대구,재송동,-,1065-1,부산은행 재송지점,Y,7,23,134,129.1266686,35.18847002
485,해운대구,좌동,-,1447-2,경남선경아파트(8)직결,Y,8,11,88,129.1846789,35.16585493
486,해운대구,좌동,-,1447-2,경남선경아파트(8)직결,Y,6,12,76,129.1839758,35.16642083
490,해운대구,반여동,-,1649,아세안 선수촌 단지내(6),Y,6,7,44,129.1227849,35.19898063
497,해운대구,우동,-,1388-4,대우마리나1차,Y,6,12,59,129.1449017,35.15966545
501,해운대구,반여동,-,1364-10,왕자맨션,Y,4,7,36,129.118342,35.19607617
504,해운대구,송정동,-,362-2,,Y,4,11,48,129.2041519,35.18226668
509,해운대구,우동,-,1124-36,올림픽사거리,Y,7,32,174,129.1389034,35.1693221
526,해운대구,재송동,-,640-4,,Y,8,20,160,129.1248232,35.17816698
527,해운대구,우동,-,977-8,,Y,4,11,64,129.1424743,35.16145899
533,해운대구,중동,-,1405-1,해운대예식장,Y,7,10,71,129.1637709,35.16082932
535,해운대구,중동,-,1405-3,해운대예식장,Y,5,16,120,129.1638358,35.16133804
539,해운대구,중동,-,1372-16,동성장여관,Y,4,7,41,129.1650886,35.16234502
542,해운대구,반송동,-,77,부산은행반송동 지점,Y,7,24,131,129.1572947,35.23059007
544,해운대구,반송동,-,77,부산은행반송동 지점,Y,6,12,76,129.157522,35.23058018
548,해운대구,좌동,-,1458-2,,Y,6,23,129,129.175318,35.17017549
551,해운대구,반송동,-,216-290,,Y,6,12,73,129.1564614,35.23001217
556,해운대구,반송동,-,,,Y,6,12,74,129.1567525,35.23011708
557,해운대구,반송동,-,77,운봉초교(광화탕),Y,7,11,71,129.1596408,35.22955542
564,해운대구,반송동,-,93,운봉초교(광화탕),Y,4,12,49,129.1596815,35.22942814
590,해운대구,우동,-,139-2,한주주차장,Y,5,14,40,129.1630525,35.16614985
594,해운대구,우동,-,552-2,해운대전화국입구 (스펀지 앞),Y,5,15,60,129.1602212,35.16421049
600,해운대구,재송동,-,1291-926,반여시장입구(반석교회),Y,7,12,81,129.1278021,35.19503956
601,해운대구,반여동,-,1291-799,반여2PB(반여2동사무소직결),Y,7,10,70,129.1302977,35.19475174
602,해운대구,반여동,-,903-57,장산시장입구,Y,9,13,114,129.1229283,35.20772728
606,해운대구,반여동,-,888-3,장산시장입구,Y,7,12,80,129.1237958,35.20885361
610,해운대구,반송동,-,250-2365,반송시립도서관,Y,9,19,160,129.148276,35.22534359
617,해운대구,반송동,-,744-81,반송주유소,Y,7,13,89,129.1472773,35.22551087
626,해운대구,재송동,-,1291-1472,동부산자동차매매시장,Y,8,12,94,129.1253265,35.19438084
631,해운대구,중동,-,1520-33,"동백맨션(4),(5)직결",Y,4,23,84,129.1779091,35.16255075
636,해운대구,좌동,-,1435,,Y,9,14,85,129.1809726,35.1734543
645,해운대구,중동,-,1479-2,장산역주변,Y,6,8,48,129.1763212,35.16842432
648,해운대구,중동,-,1489,현대아파트(13),Y,8,12,79,129.1777741,35.16696283
649,해운대구,중동,-,1755-2,장군관사입구(27),Y,5,13,62,129.16727,35.16793422
651,해운대구,좌동,-,878-3,,Y,12,8,100,129.1738559,35.17478453
652,해운대구,좌동,-,1298,"건영아파트(33),(32)직결",Y,12,6,76,129.175642,35.17469687
653,해운대구,좌동,-,1298,"건영아파트(33),(32)직결",Y,13,8,93,129.1752746,35.17482571
655,해운대구,좌동,-,1298,"건영아파트(33),(32)직결",Y,12,6,76,129.1754854,35.1749666
662,해운대구,반여동,-,1508-2,반석초교(상단초교),Y,8,13,111,129.1255496,35.21068701
669,해운대구,좌동,-,1303,,Y,4,15,60,129.1793407,35.17583025
671,해운대구,재송동,-,179-87,재송동하버드학원,Y,9,13,113,129.1232007,35.19301265
678,해운대구,중동,-,1323-6,동일아파트옆,Y,4,7,28,129.1714293,35.16689049
681,해운대구,좌동,-,1303,,Y,5,16,63,129.179171,35.17607659
682,해운대구,우동,-,산139-3,우2동 해림초교앞,Y,8,10,56,129.1434367,35.16479499
690,해운대구,반여동,-,1295-3,반여낙천대2차(무정초교),Y,6,12,72,129.1235694,35.19725973
691,해운대구,반여동,-,1295-3,반여낙천대2차(무정초교),Y,4,4,16,129.1236081,35.19738364
693,해운대구,반송동,-,275-675,반송 낙원탕 앞,Y,7,8,54,129.1485595,35.22740794
706,해운대구,우동,-,1495,신세계백화점(센텀시티점),Y,8,19,92,129.129661,35.16989347
707,해운대구,우동,-,1495,신세계백화점(센텀시티점),Y,6,12,89,129.1293988,35.16999104
716,해운대구,좌동,-,1318,,Y,6,12,74,129.1800467,35.16763973
717,해운대구,좌동,-,1318,,Y,8,12,81,129.180919,35.16741654
728,해운대구,반송동,-,788-16,청년회방범초소앞,Y,9,16,111,129.1526878,35.22978419
730,해운대구,우동,-,497-10,해운대교회,Y,7,17,118,129.1567513,35.16404719
731,해운대구,반여동,-,산205-1,,Y,8,11,84,129.1237034,35.20187223
734,해운대구,반여동,-,1217-7,반여동 탑마트,Y,6,12,68,129.1204034,35.20437442
735,해운대구,재송동,-,100,삼화파크맨션,Y,6,13,103,129.1268235,35.17997363
736,해운대구,우동,-,1413-5,벡스코 제2전시장,Y,6,11,67,129.1332903,35.16610152
749,해운대구,좌동,-,1318,"영남아파트(6),(7)직결",Y,4,13,81,129.1826499,35.16695542
750,해운대구,좌동,-,1318,"영남아파트(6),(7)직결",Y,6,12,97,129.182126,35.1671122
762,해운대구,재송동,-,1023,반여삼익아파트,Y,6,12,82,129.1205787,35.19183606
763,해운대구,재송동,-,1023,반여삼익아파트,Y,4,7,30,129.12065,35.19171742
764,해운대구,재송동,-,352-5,,Y,7,24,156,129.1201807,35.18075252
768,해운대구,우동,-,1218-11,수영역,Y,8,18,108,129.1334225,35.1716845
777,해운대구,우동,-,276-1,해운대고교,Y,4,11,49,129.1625864,35.1700523
782,해운대구,석대동,-,10-63,석대 철고물집하장,Y,6,14,83,129.1446527,35.22134246
786,해운대구,석대동,-,,석대 철고물집하장,Y,6,9,56,129.1444908,35.22132698
800,해운대구,좌동,-,1318,두산아파트(14),Y,5,12,58,129.1793705,35.16771154
801,해운대구,좌동,-,1318,두산아파트(14),Y,6,13,79,129.1794437,35.16787373
806,해운대구,좌동,-,1479-2,장산역주변,Y,4,8,30,129.1766293,35.16856852
812,해운대구,좌동,-,1461-6,좌동사무소입구(23),Y,7,12,90,129.1758617,35.17298029
814,해운대구,좌동,-,1470,좌동사무소입구(23),Y,8,12,101,129.1761179,35.1726139
821,해운대구,중동,-,1363-9,장군관사입구(27),Y,4,8,44,129.1669596,35.16774554
822,해운대구,중동,-,1333-1,,Y,8,12,103,129.1681435,35.16875117
824,해운대구,중동,-,141-3,한일아파트(29),Y,6,12,75,129.1694449,35.17041779
826,해운대구,좌동,-,1274,한일아파트(29),Y,6,12,69,129.1700893,35.17197854
834,해운대구,좌동,-,1402,대동아파트(41),Y,5,8,45,129.1748191,35.1777938
837,해운대구,좌동,-,1402,"동부아파트(42),(45)직결",Y,13,7,83,129.1763899,35.17736974
838,해운대구,좌동,-,1402,"동부아파트(42),(45)직결",Y,6,13,82,129.1765435,35.17776205
843,해운대구,좌동,-,1287,좌동초교(대림2차B상가),Y,8,4,33,129.1743514,35.17654785
847,해운대구,반여동,-,543-1,동부농산물시장남측,Y,17,14,111,129.1227332,35.21332208
850,해운대구,좌동,-,1402,상당초교앞,Y,4,10,41,129.1756359,35.17991526
857,해운대구,좌동,-,1402,,Y,8,13,105,129.177308,35.17978698
858,해운대구,좌동,-,1394,양운고교,Y,4,12,47,129.1696306,35.1779851
863,해운대구,좌동,-,1318,벽산1차아파트(19),Y,5,11,54,129.1783527,35.17039098
874,해운대구,석대동,-,538-2,,Y,5,17,78,129.1206318,35.21807013
875,해운대구,재송동,-,1192,,Y,8,24,196,129.1211769,35.18104515
876,해운대구,재송동,-,1192,,Y,8,17,136,129.1212653,35.18130478
877,해운대구,재송동,-,985-9,,Y,8,13,103,129.1271026,35.17548591
878,해운대구,재송동,-,1228-14,,Y,9,16,123,129.1273834,35.17530739
879,해운대구,송정동,-,451-19,,Y,6,22,145,129.1995953,35.18164261
880,해운대구,송정동,-,136-23,,Y,7,21,138,129.2003211,35.18275088
881,해운대구,중동,-,1524-2,,Y,10,10,71,129.1823376,35.16473649
882,해운대구,우동,-,1228,,Y,9,13,77,129.1301246,35.17394209
883,해운대구,우동,-,1228,,Y,8,13,105,129.1303571,35.17373855
884,해운대구,반송동,-,275-7,,Y,8,26,200,129.1485607,35.22984925
885,해운대구,우동,-,1510,,Y,12,24,154,129.1335412,35.16778689
886,해운대구,우동,-,1510,,Y,17,12,147,129.1337188,35.16755678
887,해운대구,중동,-,1150-8,해운대리조텔 앞,Y,6,11,64,129.1668884,35.16214838
888,해운대구,우동,-,1488,센텀큐교차로,Y,8,14,117,129.131416,35.17250567
889,해운대구,우동,-,1488,센텀큐교차로,Y,8,20,162,129.1313887,35.17227715
890,해운대구,우동,-,1488,센텀큐교차로,Y,13,20,162,129.1316078,35.17223562
891,해운대구,우동,-,1233-5,센텀큐교차로,Y,7,22,132,129.1316393,35.17240777
892,해운대구,재송동,-,1065-1,부산은행 재송지점,Y,6,10,63,129.1264092,35.18830412
893,해운대구,재송동,-,1065-1,부산은행 재송지점,Y,6,10,60,129.1266248,35.18866772
894,해운대구,우동,-,산153-18,벡스코 제2전시장,Y,11,35,211,129.1336495,35.16600049
895,해운대구,중동,-,1203-6,E MART 주차장,Y,6,13,84,129.1689126,35.16527167
896,해운대구,반송동,-,산8,동부산대학입구,Y,6,31,184,129.1494704,35.23009692
897,해운대구,반송동,-,370-15,동부산대학입구,Y,7,25,163,129.1504487,35.2304817
898,해운대구,우동,-,760-12,그랜드호텔,Y,7,19,128,129.1545942,35.15852204
899,해운대구,우동,-,699-9,그랜드호텔,Y,8,18,148,129.1561997,35.15851943
900,해운대구,우동,-,1393-1,해운대소방서,Y,11,19,116,129.143411,35.15996697
901,해운대구,재송동,-,801-17,수영4호교,Y,20,21,214,129.1182895,35.18454925
903,해운대구,재송동,-,826-10,수영4호교,Y,8,23,131,129.1181124,35.18434861
904,해운대구,재송동,-,826-10,수영4호교,Y,23,19,291,129.1184393,35.18418927
906,해운대구,재송동,-,826-10,수영4호교,Y,9,29,216,129.1186097,35.18443261
907,해운대구,재송동,-,1291-1087,반산초교,Y,6,9,54,129.1294447,35.19323212
908,해운대구,반송동,-,6-179,반송종점주변,Y,7,23,152,129.1563984,35.23420869
909,해운대구,송정동,-,934,호민주유소,Y,6,25,150,129.2044023,35.19100079
910,해운대구,반여동,-,289,풍산금속앞,Y,6,14,84,129.1268791,35.21248407
911,해운대구,반송동,-,산73-2,혜성병원앞(영화맨션),Y,6,23,150,129.1466218,35.2275318
912,해운대구,좌동,-,1435,부일여객자동차㈜ 앞,Y,7,23,141,129.1837868,35.17434661
913,해운대구,우동,-,1003,경동아파트,Y,15,9,115,129.1418087,35.16336227
915,해운대구,반여동,-,470-4,석대 세양 CY,Y,6,17,100,129.1277521,35.21995897
916,해운대구,우동,-,1399,해강중학교,Y,17,13,149,129.1364019,35.16326191
917,해운대구,중동,-,262-2,해운대 삼정그린코아,Y,8,22,179,129.1742063,35.16815768
918,해운대구,재송동,-,854-1,대림 e-편한세상,Y,6,27,161,129.1171438,35.18722407
919,해운대구,우동,-,1488,롯데백화점(센텀시티점),Y,8,23,185,129.1312357,35.17062668
920,해운대구,재송동,-,677-5,센텀필사거리,Y,8,18,140,129.1254679,35.17744727
921,해운대구,재송동,-,677-5,센텀필사거리,Y,7,35,209,129.1254724,35.17719829
922,해운대구,재송동,-,677-5,센텀필사거리,Y,8,17,133,129.1257805,35.17708407
923,해운대구,재송동,-,677-5,센텀필사거리,Y,6,31,183,129.1257786,35.17736079
924,해운대구,반여동,-,494,반석2호교,Y,6,14,84,129.1247294,35.21679489
926,해운대구,재송동,-,1096-5,동부센트레빌아파트,Y,8,15,118,129.1232044,35.18356972
928,해운대구,반여동,-,1476-71,원동 I.C,Y,7,41,271,129.1160106,35.19402413
930,해운대구,재송동,-,1200,포스코아파트 앞,Y,8,13,104,129.1224162,35.17913144
931,해운대구,재송동,-,1200,포스코아파트 앞,Y,8,13,105,129.122562,35.17920895
932,해운대구,우동,-,1393-78,해운대 뉴비치호텔,Y,6,11,70,129.1608581,35.16123873
933,해운대구,우동,-,626-14,해운대 뉴비치호텔,Y,9,12,77,129.1611853,35.16084676
936,해운대구,우동,-,1514,센텀시티29지점,Y,8,11,89,129.1313177,35.16658493
938,해운대구,우동,-,1514,센텀시티28지점,Y,9,13,92,129.1323868,35.16702968
940,해운대구,우동,-,1515,센텀시티28지점,Y,8,11,89,129.1326644,35.16714963
942,해운대구,우동,-,1488,센텀시티19지점,Y,8,16,123,129.1323656,35.17128655
943,해운대구,우동,-,1488,센텀시티19지점,Y,6,17,103,129.1325772,35.17104331
944,해운대구,우동,-,1467,"센텀시티18,38지점",Y,8,11,89,129.1275653,35.17220691
945,해운대구,우동,-,1467,"센텀시티18,38지점",Y,9,17,92,129.1275732,35.17236759
946,해운대구,우동,-,1467,"센텀시티18,38지점",Y,8,11,90,129.1272936,35.17243545
947,해운대구,우동,-,1470,센텀시티12지점,Y,21,14,220,129.128913,35.17330101
948,해운대구,우동,-,1470,센텀시티12지점,Y,8,17,139,129.1288441,35.17307038
949,해운대구,우동,-,1470,센텀시티12지점,Y,14,29,225,129.1291833,35.17310653
950,해운대구,우동,-,1470,센텀시티12지점,Y,8,17,136,129.1292937,35.173313
951,해운대구,재송동,-,1199,센텀시티10지점,Y,9,16,140,129.1258171,35.17463151
952,해운대구,재송동,-,1199,센텀시티10지점,Y,8,26,202,129.1261639,35.17465878
953,해운대구,재송동,-,1199,센텀시티10지점,Y,8,14,117,129.1262615,35.17487392
954,해운대구,재송동,-,973-50,"센텀시티1,2지점",Y,8,13,97,129.1220537,35.18195437
955,해운대구,재송동,-,973-50,"센텀시티1,2지점",Y,6,17,101,129.1220259,35.18171606
956,해운대구,재송동,-,973-50,"센텀시티1,2지점",Y,6,13,84,129.1222739,35.1816336
957,해운대구,재송동,-,973-50,"센텀시티1,2지점",Y,7,19,101,129.1222842,35.18185982
959,해운대구,재송동,-,574-3,센텀시티3지점,Y,8,18,144,129.1231927,35.18024581
960,해운대구,중동,-,1322-3,해운대태양공원,Y,6,22,136,129.1692288,35.16775103
961,해운대구,중동,-,255-3,미화당슈퍼마켓,Y,8,22,181,129.1713761,35.16959658
962,해운대구,중동,-,190-1,미화당슈퍼마켓,Y,8,22,181,129.172319,35.17039058
963,해운대구,중동,-,1479-2,장산역주변,Y,13,20,166,129.1765667,35.16835123
964,해운대구,우동,-,1493,센텀시티37지점(신세계백화점),Y,8,11,92,129.1288298,35.17070548
966,해운대구,우동,-,1493,센텀시티37지점(신세계백화점),Y,9,19,144,129.1285916,35.17078019
967,해운대구,우동,-,1493,센텀시티37지점(신세계백화점),Y,9,17,138,129.1288397,35.17089942
968,해운대구,우동,-,1494,센텀시티36지점,Y,9,18,89,129.1279727,35.16897504
969,해운대구,우동,-,1494,센텀시티36지점,Y,9,15,132,129.1271306,35.16996965
970,해운대구,우동,-,1494,센텀시티36지점,Y,13,19,156,129.1268373,35.17001563
971,해운대구,우동,-,1494,센텀시티36지점,Y,12,17,144,129.127069,35.16975394
972,해운대구,우동,-,1494,센텀시티36지점,Y,9,18,150,129.127683,35.16901291
973,해운대구,우동,-,1494,센텀시티36지점,Y,21,16,225,129.1279047,35.16880543
974,해운대구,재송동,-,1494,"센텀시티34,35지점",Y,4,4,16,129.1241862,35.17365936
975,해운대구,재송동,-,1494,"센텀시티34,35지점",Y,11,14,119,129.1238642,35.17380501
976,해운대구,재송동,-,1494,"센텀시티34,35지점",Y,6,13,84,129.1240586,35.17361794
977,해운대구,재송동,-,1494,"센텀시티34,35지점",Y,6,12,76,129.1241017,35.17373683
978,해운대구,우동,-,1470,센텀시티 15지점,Y,8,24,190,129.1302165,35.17188901
979,해운대구,우동,-,1488,센텀시티 15지점,Y,8,14,120,129.1301382,35.17161356
980,해운대구,우동,-,1488,센텀시티 15지점,Y,19,13,193,129.1304445,35.17159998
981,해운대구,우동,-,1488,센텀시티 15지점,Y,13,18,145,129.1305735,35.17183381
982,해운대구,재송동,-,1200,센텀시티 8지점(직결:7지점),Y,7,8,56,129.1244304,35.17693653
983,해운대구,재송동,-,1200,센텀시티 8지점(직결:7지점),Y,8,17,145,129.1242203,35.1768012
984,해운대구,재송동,-,1200,센텀시티 8지점(직결:7지점),Y,7,8,56,129.1245504,35.17635399
985,해운대구,재송동,-,1200,센텀시티 8지점(직결:7지점),Y,8,14,111,129.1247179,35.1765089
986,해운대구,재송동,-,1200,센텀시티 8지점(직결:7지점),Y,8,32,259,129.1247328,35.17679748
987,해운대구,우동,-,1228,새한센시빌,Y,12,25,153,129.1313303,35.17479922
988,해운대구,반여동,-,1662,반여낙천대2차(무정초교),Y,5,31,134,129.1227806,35.19763259
989,해운대구,반여동,-,1662,반여낙천대2차(무정초교),Y,5,14,56,129.1227053,35.19769111
990,해운대구,반여동,-,1662,반여낙천대2차(무정초교),Y,4,18,76,129.1226067,35.19768021
991,해운대구,반여동,-,1662,반여낙천대2차(무정초교),Y,7,26,170,129.1227491,35.19750849
992,해운대구,반여동,-,1662,반여낙천대2차(무정초교),Y,10,13,64,129.1228415,35.19755989
993,해운대구,반여동,-,1662,반여낙천대2차(무정초교),Y,7,13,79,129.1229695,35.19756901
994,해운대구,반여동,-,1662,반여낙천대2차(무정초교),Y,12,25,169,129.1227937,35.19776896
995,해운대구,우동,-,1497,센텀시티역,Y,6,25,160,129.1321483,35.16947749
996,해운대구,우동,-,1497,센텀시티역,Y,9,17,105,129.1325489,35.16904264
997,해운대구,우동,-,1498,센텀시티역,Y,25,25,324,129.1337608,35.17003639
998,해운대구,우동,-,1498,센텀시티역,Y,6,16,97,129.1333339,35.17013921
999,해운대구,반여동,-,1649,아세안 선수촌 단지내(6),Y,10,11,93,129.1228949,35.19888066
1000,해운대구,반여동,-,1649,아세안 선수촌 단지내(6),Y,14,9,102,129.1229295,35.19905072
1001,해운대구,반여동,-,산184-1,아세안 선수촌 단지내(6),Y,7,17,106,129.1231305,35.2001025
1002,해운대구,반여동,-,산184-1,아세안 선수촌 단지내(6),Y,8,14,111,129.1231693,35.20032415
