num,행정구역(구),행정구역(동),행정구역(리),지번,교차로 여부,신호등,가로길이(m),세로길이(m),면적(㎡),longitude,latitude
2120,남구,용호동,-,176-47,용문초교,Y,6,13,78,129.1086387,35.12979229
2136,부산진구,전포동,-,375-10,부산약국,Y,6,6,35,129.0662768,35.14767636
2151,남구,문현동,-,141-72,서원유통앞삼거리,Y,9,15,99,129.0728281,35.1414942
2154,남구,용당동,-,,동명대자율관,Y,6,14,83,129.1003157,35.11969068
2155,남구,용호동,-,958,"메트로129동,분포우체국",Y,4,12,68,129.1122378,35.13069145
2158,남구,용호동,-,176-8,자이하이츠1지점,Y,8,26,101,129.1103281,35.13172488
2159,남구,용호동,-,176-8,자이하이츠1지점,Y,4,12,66,129.1105785,35.1316701
2162,남구,문현동,-,183-44,서원유통앞삼거리,Y,14,12,131,129.0726003,35.14113153
2163,남구,용호동,-,957,자이하이츠 303동앞,Y,6,8,38,129.1119902,35.13317792
2164,남구,용호동,-,957,자이하이츠 303동앞,Y,6,13,75,129.1121342,35.13319543
2170,남구,문현동,-,750-7,문현2PB,Y,4,4,17,129.0664302,35.14484524
2173,남구,용당동,-,546-1,경인주유소,Y,4,31,125,129.0999775,35.12503385
2175,남구,문현동,-,750-7,E마트문현점동측(E마트주차장),Y,6,18,106,129.0647829,35.14494404
2176,부산진구,범천동,-,842-8,E마트문현점서측(E마트정문),Y,6,16,95,129.0635903,35.14481154
2177,부산진구,범천동,-,1226-1,"E마트문현점서측
(E마트정문)",Y,6,22,129,129.0637348,35.14493754
2180,남구,대연동,-,565-2,대천초등학교,Y,6,13,78,129.1011447,35.12894927
2186,남구,대연동,-,567-1,대천초등학교,Y,6,14,81,129.1010525,35.1286432
2188,남구,용당동,-,548-9,수목원,Y,6,16,95,129.0989386,35.12505791
2191,남구,용당동,-,734-1,수목원,Y,6,12,71,129.098356,35.12522922
2192,남구,용호동,-,산221-16,성모병원(늘빛교회),Y,3,3,9,129.1119513,35.10799628
2199,남구,용호동,-,산221-16,성모병원(늘빛교회),Y,3,5,16,129.1119762,35.10807277
2208,부산진구,전포동,-,575,상공회의소,Y,6,14,81,129.0634472,35.14846949
2227,남구,대연동,-,1756-2,대연부경대(남구청),Y,4,11,79,129.0868901,35.13497006
2229,남구,대연동,-,290-6,대연로타리,Y,10,12,91,129.0918468,35.13525209
2237,남구,대연동,-,323,대연3PB,Y,5,14,40,129.0956472,35.13547705
2243,남구,대연동,-,1023,유엔로타리,Y,12,12,112,129.0926607,35.13014485
2249,남구,용호동,-,179,면허시험장앞,Y,5,9,43,129.1068196,35.12848576
2254,남구,용호동,-,495-13,용호2동사무소(제일약국),Y,6,13,83,129.1110169,35.11465044
2255,남구,용호동,-,495-13,용호2동사무소(제일약국),Y,6,13,80,129.1110079,35.11480188
2256,남구,대연동,-,561-16,대천사거리,Y,13,11,112,129.1012297,35.13008863
2257,남구,대연동,-,561-16,대천초교,Y,11,13,108,129.0997748,35.13009822
2258,남구,대연동,-,568-6,대천초교,Y,11,13,117,129.0980265,35.13011203
2262,남구,용당동,-,454-5,부경대학교,Y,10,26,91,129.0965748,35.11884155
2286,남구,감만동,-,107-2,항만관리대대,Y,6,12,74,129.0775214,35.11704933
2287,남구,대연동,-,1013-8,부산공고,Y,10,12,87,129.0891235,35.13016683
2292,남구,우암동,-,1195-132,동림리라맨션,Y,10,12,105,129.0850067,35.12844978
2294,남구,우암동,-,101-1,"성지공고,성지중학교",Y,10,13,132,129.0809988,35.12708956
2296,남구,용호동,-,487-6,우리은행(용호지점),Y,6,15,92,129.1115253,35.11793152
2298,남구,대연동,-,1173-4,부산공고 공동실습소,Y,10,10,82,129.0869404,35.12919169
2302,남구,우암동,-,215-41,성천초교입구,Y,5,14,74,129.0705022,35.13090242
2304,남구,대연동,-,945-17,문화회관입구,Y,8,17,104,129.0930991,35.12898728
2305,남구,대연동,-,867-18,시립박물관후문,Y,6,17,109,129.0946065,35.13013673
2306,남구,대연동,-,852-15,시립박물관후문,Y,7,18,112,129.0964611,35.13012492
2307,남구,용호동,-,176-8,메트로시티(215동)7지점,Y,6,18,111,129.1101337,35.12795306
2310,부산진구,범천동,-,842-8,"E마트문현점서측
(E마트정문)",Y,7,21,119,129.0634978,35.14507796
2313,남구,용호동,-,176-8,메트로142동:자연놀이방,Y,13,7,87,129.1115273,35.12956495
2314,남구,용호동,-,176-8,메트로142동:자연놀이방,Y,6,12,89,129.1117649,35.12984468
2315,남구,용호동,-,958,"메트로129동,분포우체국",Y,6,14,90,129.1122928,35.13045789
2317,남구,대연동,-,1265-12,남구청옆 동원로얄듀크,Y,4,12,57,129.0869138,35.13578329
2328,남구,대연동,-,1600-159,남구청사 앞,Y,12,12,136,129.0839504,35.13548416
2331,남구,용호동,-,486-44,푸른약국,Y,6,13,83,129.1110265,35.11631141
2338,부산진구,범천동,-,851-13,(문현혁신도시)기술보증기금 주변,Y,6,13,78,129.0635036,35.1458672
2343,남구,문현동,-,32-16,문현초교후문,Y,10,8,75,129.0731995,35.14563694
2348,남구,대연동,-,,용소로타리,Y,7,15,90,129.0997963,35.13739037
2353,남구,문현동,-,125-4,대흥천보약국(문현초교 옆),Y,12,13,74,129.0715364,35.14394649
2356,남구,우암동,-,,세방기업,Y,6,14,87,129.0791726,35.1248551
2357,남구,우암동,-,163-7,우암1PB,Y,9,19,104,129.0772395,35.12464601
2372,남구,대연동,-,535-7,차량등록사업소,Y,12,14,95,129.1033905,35.13059298
2377,남구,용호동,-,911-17,용호여중입구,Y,8,18,141,129.109246,35.12695407
2386,남구,용호동,-,,용호약국,Y,8,14,121,129.1123293,35.12233329
2389,남구,용호동,-,404-6,용호약국,Y,9,14,96,129.112214,35.12122619
2391,남구,용호동,-,392-1,용호사거리(부산은행),Y,8,10,62,129.1121928,35.11959953
2392,남구,용호동,-,393-1,용호사거리(부산은행),Y,6,14,93,129.1120354,35.11951261
2393,남구,용호동,-,392-1,용호사거리(부산은행),Y,8,15,120,129.1120855,35.11977244
2395,남구,용호동,-,495-13,용호2동사무소(제일약국),Y,3,6,18,129.1109097,35.11472987
2396,남구,용호동,-,541-53,용호2파출소,Y,7,14,94,129.1110003,35.11317006
2397,남구,용호동,-,555-19,운산초교,Y,6,12,73,129.1116383,35.10973201
2398,남구,대연동,-,748,U.N.묘지,Y,6,9,60,129.0955643,35.12644399
2399,남구,용당동,-,산42-4,석포여중,Y,8,9,68,129.095982,35.12483343
2400,남구,용당동,-,580-10,석포여중,Y,6,7,45,129.0968387,35.12372644
2402,남구,용당동,-,472-11,한신문화타운(한신아파트),Y,6,6,40,129.098189,35.12209765
2414,남구,문현동,-,125-8,대흥천보약국(문현초교 옆),Y,8,17,121,129.07144,35.1440615
2423,남구,대연동,-,289-15,대연초교,Y,6,12,77,129.0914988,35.13679281
2431,남구,감만동,-,,부산외국어대학앞,Y,13,12,67,129.0827358,35.12230749
2434,남구,대연동,-,298-4,동천고교입구,Y,4,23,102,129.0890064,35.13803343
2435,남구,대연동,-,1013-8,부산공고,Y,7,9,43,129.089194,35.13028393
2437,남구,대연동,-,1013-10,부산공고,Y,10,10,85,129.0897861,35.13018903
2438,남구,우암동,-,101-1,"성지공고,성지중학교",Y,11,12,138,129.0824207,35.12757626
2443,남구,우암동,-,,자유아파트107동,Y,7,13,91,129.0798264,35.12629183
2444,남구,대연동,-,297-4,동천고교입구,Y,6,7,69,129.0888404,35.13808259
2449,남구,우암동,-,산5-1,성천초교입구,Y,4,12,105,129.0706525,35.13077931
2454,남구,우암동,-,215-41,성천초교입구,Y,6,6,66,129.0705253,35.13100195
2469,남구,용호동,-,176-67,메트로시티(114동)6지점,Y,5,15,50,129.113497,35.12874914
2471,남구,용당동,-,540-2,동명정보대학,Y,4,23,90,129.0995688,35.12325557
2476,남구,용호동,-,957,LG메트로133동(막힌3거리),Y,6,14,87,129.1131542,35.13145373
2477,남구,용호동,-,957,LG메트로133동(막힌3거리),Y,6,22,73,129.1133824,35.13153024
2478,남구,용호동,-,960,분포고등학교,Y,4,9,52,129.114988,35.1304563
2485,남구,용호동,-,894-40,성모병원(늘빛교회),Y,6,12,74,129.112086,35.10848772
2494,남구,대연동,-,294-5,동천고교입구,Y,13,7,75,129.0904521,35.1381193
2507,남구,용당동,-,485-13,동명정보대학,Y,9,25,220,129.099356,35.12315722
2508,남구,대연동,-,561-13,대천사거리,Y,9,15,107,129.101393,35.13017455
2509,남구,대연동,-,564-2,대천사거리,Y,7,17,102,129.1014054,35.12996798
2511,남구,대연동,-,561-16,대천사거리,Y,6,9,55,129.1015503,35.13006501
2512,남구,대연동,-,561-13,대천사거리,Y,7,12,72,129.1015987,35.13019877
2513,남구,대연동,-,1237-11,대연부경대(남구청),Y,8,19,155,129.08601,35.13480895
2514,남구,대연동,-,1756-1,대연부경대(남구청),Y,6,19,119,129.0870377,35.13486656
2515,남구,대연동,-,1752-1,(못골시장)롯데리아대연점,Y,8,19,154,129.0884233,35.13494026
2516,남구,대연동,-,1617-6,(대연고개)동해한의원 앞,Y,8,19,154,129.0807714,35.13429761
2517,남구,용호동,-,,이기대입구(직결),Y,8,15,120,129.1125042,35.12418685
2518,남구,용호동,-,960,메트로 외곽도로 3지점,Y,6,20,130,129.1162869,35.12962841
2519,남구,용호동,-,973-1,메트로 외곽도로 3지점,Y,8,23,147,129.1164704,35.1298322
2521,남구,용호동,-,953,메트로 외곽도로 2지점,Y,6,21,133,129.1150639,35.13324796
2522,남구,용호동,-,959,메트로 외곽도로 2지점,Y,6,21,135,129.1163419,35.13246714
2523,남구,용호동,-,952,메트로 외곽도로 1지점,Y,6,21,132,129.1128456,35.13452452
2524,남구,대연동,-,1136-9,석포초교 (진입),Y,6,17,101,129.0900291,35.12670914
2525,남구,대연동,-,1239-25,대연6동사무소,Y,6,20,124,129.0836618,35.13468627
2526,남구,대연동,-,327-1,대연농협,Y,6,19,116,129.0936341,35.13521113
2527,남구,감만동,-,513-6,부산항배후도로(유니온후문),Y,9,24,164,129.0786246,35.11065165
2529,남구,감만동,-,498-130,부산항배후도로(유니온후문),Y,7,18,122,129.0797385,35.11061554
2530,남구,감만동,-,626,감만부두진입도로,Y,8,25,195,129.072329,35.11035588
2531,남구,용호동,-,,메트로시티(114동)6지점,Y,8,21,168,129.1144603,35.12771729
2532,남구,용호동,-,,메트로시티(114동)6지점,Y,8,21,171,129.1147959,35.12806508
2533,남구,감만동,-,498-130,화물터미널휴계소,Y,6,18,113,129.0808875,35.11060422
2534,남구,감만동,-,75-106,3함대(연합철강),Y,6,16,97,129.0749066,35.11619286
2536,남구,용당동,-,206-35,현대상선출구,Y,9,31,265,129.0909604,35.11061616
2538,남구,감만동,-,,부산외국어대학앞,Y,6,16,95,129.0829551,35.1222838
2539,동구,범일동,-,946-1,범5호광장(성동중학교직결),Y,8,22,153,129.0639091,35.14143378
2540,동구,범일동,-,946-1,범5호광장(성동중학교직결),Y,7,15,96,129.0650302,35.14143599
2541,남구,감만동,-,,8부두,Y,6,15,81,129.0798781,35.1188652
2542,남구,감만동,-,604-1,8부두,Y,7,21,138,129.0804584,35.11852418
2544,남구,감만동,-,139-3,부산은행감만지점,Y,9,17,146,129.0810912,35.11671853
2545,남구,감만동,-,139-4,부산은행감만지점,Y,8,17,142,129.0812795,35.11591064
2547,남구,감만동,-,498-130,호남정유 (감만현대아파트 앞 사거리),Y,8,21,174,129.0829864,35.11080658
2549,남구,감만동,-,498-130,호남정유 (감만현대아파트 앞 사거리),Y,8,23,194,129.082807,35.11058693
2550,남구,감만동,-,498-130,호남정유 (감만현대아파트 앞 사거리),Y,7,28,190,129.0832498,35.11039215
2552,남구,감만동,-,498-130,호남정유 (감만현대아파트 앞 사거리),Y,9,30,270,129.0835198,35.11056087
2553,남구,용당동,-,168-14,동명부두,Y,8,26,207,129.0920902,35.10932428
2555,남구,용당동,-,168-44,용당CY,Y,9,25,209,129.0929837,35.11040376
2556,남구,용당동,-,206-39,용당CY,Y,8,37,288,129.0928842,35.11072902
2557,남구,용당동,-,623-34,신선대부두,Y,21,17,182,129.0958803,35.11319048
2559,남구,용당동,-,349,동남여객,Y,8,18,145,129.0949387,35.11638259
2560,남구,용당동,-,산47-7,부경대학교,Y,4,25,102,129.0962822,35.11826964
2561,남구,용당동,-,,동명오거리,Y,5,25,122,129.0982755,35.12069287
2563,남구,용당동,-,485-13,동명오거리,Y,9,26,224,129.0989245,35.12192681
2566,남구,용호동,-,142-1,이기대입구,Y,8,24,194,129.1124075,35.12505658
2567,남구,용호동,-,,이기대입구,Y,8,19,150,129.1126522,35.12513765
2568,남구,용호동,-,911-14,용호여중입구,Y,9,24,203,129.108327,35.12736675
2570,남구,용호동,-,206-1,용호여중입구,Y,6,24,150,129.1108042,35.1258672
2571,남구,용호동,-,196-8,용호여중입구,Y,8,26,211,129.109477,35.12654583
2572,남구,용호동,-,1635-55,면허시험장앞,Y,8,25,203,129.1068142,35.12866686
2574,남구,용호동,-,430-2,영남제분,Y,8,27,208,129.105416,35.12985534
2576,남구,용호동,-,598-26,영남제분,Y,5,9,40,129.1053476,35.12969358
2577,남구,용호동,-,598-26,영남제분,Y,6,15,80,129.1055491,35.1295247
2578,남구,용호동,-,598-6,영남제분,Y,6,8,47,129.10562,35.12934041
2579,남구,용호동,-,178-12,영남제분,Y,6,9,54,129.1062234,35.12958471
2580,남구,용호동,-,598-64,영남제분,Y,7,16,115,129.1058687,35.12972242
2581,남구,용호동,-,430-2,영남제분,Y,7,12,77,129.1056625,35.12989867
2582,남구,대연동,-,556-2,차량등록사업소,Y,8,11,84,129.1016689,35.13150989
2583,남구,대연동,-,556-2,차량등록사업소,Y,4,12,49,129.1016283,35.13137231
2584,남구,대연동,-,555-14,차량등록사업소,Y,4,12,50,129.1012668,35.13149331
2585,남구,대연동,-,535-7,차량등록사업소,Y,7,11,69,129.1033504,35.13048207
2586,남구,대연동,-,535-7,차량등록사업소,Y,7,8,52,129.1031742,35.13062725
2587,남구,대연동,-,535-7,차량등록사업소,Y,6,11,70,129.1034654,35.13073461
2588,남구,대연동,-,,대연3동사무소,Y,8,17,146,129.100777,35.13545407
2589,남구,대연동,-,515-4,대연3동사무소,Y,10,18,189,129.1010438,35.13349875
2590,남구,대연동,-,512-2,대연3동사무소,Y,11,17,180,129.1010937,35.13311968
2591,남구,대연동,-,1077-1,석포여중,Y,8,16,138,129.0914563,35.12871342
2592,남구,대연동,-,212-1,황령산터널입구,Y,8,31,259,129.0959036,35.14678789
2593,남구,대연동,-,202-17,유진화학,Y,8,33,272,129.0978337,35.1454171
2594,남구,대연동,-,986-28,박한의원(코리아호텔),Y,7,16,109,129.0919686,35.13360692
2595,남구,대연동,-,985-9,박한의원(코리아호텔),Y,7,17,117,129.0920354,35.1322028
2596,남구,문현동,-,968-3,배정고교,Y,9,38,336,129.0668997,35.13423378
2597,남구,문현동,-,901-13,배정고교,Y,17,37,316,129.067284,35.1350371
2598,남구,우암동,-,189-2005,우암한전,Y,8,17,135,129.0676028,35.12703813
2599,남구,우암동,-,189-1289,우암한전,Y,6,19,121,129.0687403,35.12561342
2600,남구,우암동,-,232,우암부산은행,Y,8,21,176,129.0707773,35.12517889
2601,남구,우암동,-,164-41,우암1PB,Y,7,18,129,129.0761276,35.12457784
2602,남구,우암동,-,220,우암1PB,Y,9,19,172,129.0775075,35.12451122
2603,남구,우암동,-,,세방기업,Y,7,20,141,129.0798815,35.12369762
2604,남구,우암동,-,8,감만로타리,Y,8,19,156,129.0809712,35.12177914
2605,남구,우암동,-,8,감만로타리,Y,6,11,65,129.0812739,35.1215854
2606,남구,우암동,-,8,감만로타리,Y,6,15,89,129.0811574,35.12171502
2607,남구,우암동,-,8,감만로타리,Y,6,10,63,129.0811367,35.12187751
2608,남구,감만동,-,,감만2동사무소,Y,6,17,102,129.0846646,35.12280029
2609,남구,감만동,-,33-380,남강시장,Y,9,16,145,129.0870104,35.12358131
2610,남구,감만동,-,1154-3,감만중,Y,8,16,130,129.0885177,35.12466554
2611,남구,대연동,-,1013-1,유엔로타리,Y,8,26,159,129.0919461,35.13015638
2612,남구,대연동,-,1013-1,유엔로타리,Y,9,21,161,129.0920521,35.12979635
2613,남구,대연동,-,1087-5,유엔로타리,Y,6,18,108,129.0923178,35.12977653
2614,남구,대연동,-,1013-1,유엔로타리,Y,8,25,158,129.0921038,35.13032182
2615,남구,대연동,-,29-13,대남로타리,Y,4,8,35,129.1054613,35.14025398
2616,남구,대연동,-,,대남로타리,Y,4,6,25,129.1048274,35.13993799
2617,남구,대연동,-,,대남로타리,Y,5,22,110,129.1051341,35.13997607
2618,남구,대연동,-,,대남로타리,Y,9,27,218,129.1051315,35.13976651
2620,남구,대연동,-,,대남로타리,Y,7,22,131,129.1054263,35.13972604
2622,수영구,남천동,-,19-13,대남로타리,Y,6,19,113,129.1068216,35.14100812
2623,남구,대연동,-,,남부서,Y,8,24,200,129.1028746,35.1387144
2625,남구,대연동,-,,용소로타리,Y,6,21,127,129.1000004,35.13733839
2626,남구,대연동,-,,용소로타리,Y,8,18,139,129.1003111,35.13674667
2627,남구,대연동,-,336-1,대연3PB,Y,8,22,178,129.0955025,35.13557481
2628,남구,대연동,-,74-17,대연3PB,Y,6,19,121,129.096903,35.1359213
2629,남구,대연동,-,1739-18,대연로타리,Y,6,19,123,129.0917138,35.13511125
2630,남구,대연동,-,1739-20,대연로타리,Y,7,16,107,129.0919115,35.13492269
2631,남구,대연동,-,1739-7,대연로타리,Y,7,19,120,129.0920155,35.13512431
2632,남구,문현동,-,274-9,대림맨션,Y,6,20,124,129.0769144,35.13425461
2633,남구,문현동,-,250-24,문현성당,Y,9,30,242,129.0724315,35.13655482
2634,부산진구,전포동,-,379-23,부산약국,Y,9,48,417,129.0665779,35.14781417
2635,남구,문현동,-,484-31,성동초교,Y,8,41,346,129.0667477,35.14295141
2636,남구,문현동,-,672,문현2PB,Y,8,41,346,129.0667208,35.14469433
2637,동구,범일동,-,1651,문현로타리,Y,9,35,304,129.0668114,35.13692774
2638,남구,문현동,-,840-7,문현로타리,Y,4,12,48,129.0673608,35.13655361
2639,남구,문현동,-,840-9,문현로타리,Y,4,6,21,129.0675997,35.13658977
2640,남구,문현동,-,403-28,문현로타리,Y,5,11,44,129.0684289,35.13654318
2641,남구,문현동,-,403-9,문현로타리,Y,4,45,183,129.068152,35.13661392
2642,동래구,온천동,-,1486,한아름예식장(사직케이스학원),Y,8,12,98,129.0694911,35.20350349
2643,동래구,명륜동,-,304-2,명륜로타리,Y,3,4,13,129.0821655,35.20742316
2647,동래구,사직동,-,628-12,사직초교,Y,6,16,96,129.0557049,35.20064728
2658,동래구,사직동,-,628-1,사직초교,Y,8,13,80,129.0562073,35.2009247
2659,동래구,명륜동,-,559-10,대신산업,Y,7,9,62,129.0822428,35.20529536
2668,동래구,명륜동,-,304-2,동래향교,Y,6,11,63,129.0838654,35.20728227
2669,동래구,명륜동,-,739,동래구청앞,Y,5,20,89,129.0843612,35.20481453
2670,동래구,온천동,-,1486,금강시장입구,Y,8,12,90,129.0694482,35.20196218
2675,동래구,명륜동,-,739,동래전화국,Y,7,11,76,129.0829946,35.2036151
2676,동래구,사직동,-,581-33,달북초교,Y,8,11,68,129.0604675,35.20282365
2693,동래구,복천동,-,239-3,법륜사,Y,7,8,48,129.0879449,35.20413746
2694,동래구,안락동,-,151-88,안남초교,Y,6,11,62,129.1078243,35.19229074
2699,동래구,안락동,-,1242,안락주공205동,Y,4,11,44,129.108472,35.19412046
2700,동래구,안락동,-,1242,안락주공205동,Y,4,10,41,129.1087696,35.19404296
2705,동래구,안락동,-,432-26,,Y,6,29,183,129.097757,35.19799038
2708,동래구,명륜동,-,2-77,온천로타리,Y,17,17,166,129.084619,35.21805717
2719,동래구,온천동,-,1249-16,(구)부산백화점(남),Y,6,17,105,129.0673544,35.20412728
2732,동래구,명장동,-,,조양맨션(세신실업),Y,6,19,109,129.1015468,35.20464862
2736,동래구,명장동,-,26-15,명장2동 새마을금고,Y,4,8,33,129.0996228,35.20485663
2737,동래구,온천동,-,1581,법정사입구(현동카써비스앞),Y,7,12,72,129.0617959,35.20423332
2739,동래구,명장동,-,,명장정수장,Y,6,20,83,129.1025301,35.20617334
2746,동래구,낙민동,-,,연안교,Y,5,24,91,129.0923729,35.19454355
2758,동래구,온천동,-,419-89,동래원예고교,Y,4,13,53,129.0766179,35.2140892
2761,동래구,온천동,-,419-89,동래원예고교,Y,6,13,77,129.0768431,35.21422643
2762,동래구,온천동,-,419-89,동래원예고교,Y,7,14,92,129.0768744,35.21402164
2765,동래구,안락동,-,629-66,(주)한국미마,Y,7,10,61,129.10383,35.19378925
2766,동래구,안락동,-,599-44,(주)한국미마,Y,6,14,90,129.1042131,35.19452893
2771,동래구,안락동,-,468-28,충렬초교입구,Y,6,7,42,129.1106997,35.19895104
2772,동래구,안락동,-,469-53,충렬초교입구,Y,7,11,73,129.1108156,35.19904581
2773,동래구,안락동,-,468-28,충렬초교입구,Y,6,7,37,129.1107477,35.19915484
2776,동래구,안락동,-,628-65,안락복개성심약국,Y,7,12,70,129.1017878,35.19350308
2779,동래구,안락동,-,469-53,안락천경정비공장입구,Y,6,8,50,129.1124169,35.19880458
2784,동래구,안락동,-,471-54,안락천경정비공장입구,Y,6,9,55,129.1124248,35.19905616
2785,동래구,안락동,-,468-28,안락천경정비공장입구,Y,7,12,75,129.1122814,35.19894306
2786,동래구,낙민동,-,734-6,벽산아파트104동,Y,6,8,49,129.0982347,35.19420189
2788,동래구,낙민동,-,633-4,벽산아파트104동,Y,6,13,77,129.0983002,35.19434951
2791,동래구,낙민동,-,633-73,낙민동연산교앞,Y,6,7,40,129.0989542,35.19228816
2795,동래구,명장동,-,147-61,혜화여고입구,Y,7,8,57,129.1105841,35.20225228
2797,동래구,온천동,-,1174-1,"한독온천유치원앞,직결",Y,6,13,79,129.0639155,35.20886129
2798,동래구,온천동,-,1174-1,"한독온천유치원앞,직결",Y,5,16,70,129.0642998,35.2092437
2799,동래구,온천동,-,,금강공영주차장,Y,6,13,79,129.0773572,35.22320187
2805,동래구,온천동,-,173-10,온천1PB,Y,10,14,137,129.0826351,35.21892083
2809,동래구,온천동,-,173-10,온천1PB,Y,10,13,103,129.0826875,35.21866619
2810,동래구,온천동,-,173-10,온천1PB,Y,13,20,169,129.0824486,35.21859675
2821,동래구,온천동,-,330-4,금강공원입구,Y,6,19,110,129.0764656,35.21932309
2822,동래구,온천동,-,265-15,금강공원입구,Y,6,13,72,129.0764928,35.21984917
2823,동래구,온천동,-,276-42,금강공원입구,Y,6,13,74,129.076622,35.22112371
2824,동래구,온천동,-,340-15,금정산(등산로)입구,Y,6,14,86,129.0741071,35.21746884
2832,동래구,안락동,-,15-94,안락현대I파크,Y,6,12,70,129.1134354,35.19913749
2854,동래구,온천동,-,1470,온천2동사무소,Y,6,5,29,129.0727255,35.20774362
2858,동래구,명장동,-,585-5,명장동SK2차아파트(혜화여중-충렬고 삼거리),Y,6,13,53,129.1084633,35.20461707
2861,동래구,온천동,-,1758-4,식물원앞,Y,6,12,74,129.0781365,35.22505216
2870,동래구,사직동,-,89-17,사직여중입구,Y,6,16,101,129.0586614,35.19487673
2879,동래구,안락동,-,425-5,서원사거리,Y,4,8,34,129.0980795,35.20103533
2889,동래구,명장동,-,321-87,명장정수장,Y,7,16,101,129.1023102,35.20639796
2892,동래구,명장동,-,323-2,,Y,3,39,114,129.1031369,35.20700964
2915,동래구,안락동,-,243-50,부산은행안남출장소,Y,6,12,74,129.105046,35.19238997
2916,동래구,안락동,-,243-37,성화탕(부산은행연수원),Y,7,12,80,129.1032987,35.19299429
2917,동래구,안락동,-,631-66,성화탕(부산은행연수원),Y,4,5,19,129.1033427,35.19283423
2918,동래구,안락동,-,629-69,성화탕(부산은행연수원),Y,7,12,76,129.103456,35.19307117
2920,동래구,안락동,-,468-28,충렬초교입구,Y,7,11,73,129.1106292,35.19905673
2921,동래구,안락동,-,440-43,안락초교입구,Y,6,11,72,129.1027912,35.19987624
2922,동래구,안락동,-,425-39,서원시장(복개천),Y,7,14,95,129.0995272,35.20054697
2924,동래구,낙민동,-,766,,Y,4,15,62,129.0954186,35.19732274
2929,동래구,안락동,-,628-65,안락복개성심약국,Y,7,9,55,129.1016974,35.19366935
2933,동래구,낙민동,-,720-2,벽산아파트104동,Y,9,20,168,129.0985667,35.19386949
2939,동래구,명장동,-,585-5,창신아파트,Y,7,8,60,129.1078612,35.20460522
2940,동래구,낙민동,-,633-92,낙민동연산교앞,Y,7,22,146,129.0991829,35.19242938
2942,동래구,안락동,-,142-23,안락주공아파트,Y,9,10,76,129.1061784,35.19173394
2943,동래구,명장동,-,308-7,국제파크아파트,Y,6,17,100,129.1011732,35.2064035
2944,동래구,명장동,-,308-7,국제파크아파트,Y,6,19,115,129.1005566,35.20631845
2947,동래구,낙민동,-,82-14,"안민초교후문앞,정문앞직결",Y,6,7,43,129.0935766,35.19441215
2958,동래구,안락동,-,447-9,안락1동 부산은행,Y,5,12,57,129.1044143,35.19949273
2960,동래구,안락동,-,449-44,안락1동 부산은행,Y,6,14,86,129.1045853,35.19946986
2968,동래구,안락동,-,994-10,동래고교뒷편,Y,6,9,54,129.0932892,35.2012514
2983,동래구,사직동,-,1019,사직해운아파트1동,Y,6,14,82,129.0547024,35.19998627
2984,동래구,명장동,-,32,명장현대아파트,Y,6,11,62,129.1091708,35.203672
2988,동래구,사직동,-,1019,사직해운아파트1동,Y,4,10,40,129.0547095,35.20013534
3003,동래구,복천동,-,178-9,내성초등학교,Y,6,9,54,129.0896308,35.20369183
3009,동래구,복천동,-,185-9,내성초등학교,Y,5,8,38,129.0894896,35.20366646
3012,동래구,명륜동,-,484-2,롯데백화점동래점,Y,5,15,59,129.0788086,35.21161379
3021,동래구,사직동,-,1019,사직해운아파트1동,Y,3,15,72,129.0549049,35.20001257
3023,동래구,온천동,-,1406-44,송림약국,Y,8,12,98,129.0702943,35.20963024
3024,동래구,온천동,-,850-87,우진수퍼,Y,9,13,114,129.0707597,35.2108387
3025,동래구,온천동,-,726-3,동래럭키아파트,Y,6,15,92,129.0730528,35.20902722
3029,동래구,온천동,-,850-48,온천초교,Y,7,13,83,129.072822,35.21266318
3032,동래구,수안동,-,709-1,삼한맨션,Y,4,9,36,129.0876769,35.19441773
3035,동래구,온천동,-,850-73,온천초교,Y,8,12,99,129.073144,35.21209537
3037,동래구,명륜동,-,673-19,명륜PB,Y,16,9,139,129.0826095,35.21059935
3040,동래구,안락동,-,426-26,서원시장(복개천),Y,6,13,77,129.0996296,35.20072215
3042,동래구,안락동,-,425-39,서원시장(복개천),Y,7,10,68,129.0994539,35.20065649
3043,동래구,안락동,-,425-56,서원장여관(복개천),Y,7,15,95,129.0984496,35.19884997
3046,동래구,명륜동,-,743-5,동래중학교,Y,7,12,76,129.0801307,35.21002259
3049,동래구,명장동,-,140-49,안락초교,Y,4,10,39,129.1044283,35.20151544
3052,동래구,사직동,-,581-33,달북초교,Y,5,20,80,129.0602825,35.20275911
3056,동래구,사직동,-,1486,온천3동금강초교후문앞,Y,4,4,16,129.0635305,35.20250697
3058,동래구,사직동,-,107-15,사직우체국(스파속셈학원),Y,8,26,217,129.0655917,35.19664499
3064,동래구,안락동,-,429-50,서원시장(복개천),Y,10,8,67,129.0997096,35.20059365
3066,동래구,사직동,-,600-1,사직 삼환나우빌2단지 208동,Y,6,14,84,129.0539087,35.19921407
3078,동래구,명륜동,-,732-2,명륜주택,Y,8,16,133,129.083113,35.21322686
3089,동래구,온천동,-,456-17,온천1동 신화타워상가앞,Y,7,12,66,129.0792181,35.21412008
3093,동래구,온천동,-,1751-1,한국방송대학입구,Y,6,10,60,129.0783503,35.21666682
